Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_2#33.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#340.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#341.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.44%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.259%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.73%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#342.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#343.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_2#344.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#345.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#349.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#34.contigs_spades	O1/O2v1	O2a	Very high		100.00%	98.86%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.684%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		3	O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;O4_06_glycosyltransferase,99.728%
42092_2#350.contigs_spades	O5	O5	Good	?*	100.00%	94.32%	n/a	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,98.681%;O5_03_wzm,99.245%;O5_04_wzt,99.259%;O5_05_wbdD,94.131%;O5_06_wbdA,95.222%;O5_07_wbdB,99.223%;O5_08_wbdC,99.462%		0		0 / 8 (0%)		0	
42092_2#351.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.68%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.651%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,98.264%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,96.757%
42092_2#352.contigs_spades	OL104	unknown (OL104)	Good	?	100.00%	99.93%	n/a	8 / 8 (100%)	OL104_01_manC,100.0%;OL104_02_manB,100.0%;OL104_03_wzm,100.0%;OL104_04_wzt,100.0%;OL104_05_wbdD,99.854%;OL104_06_wbdA,99.875%;OL104_07_wbdB,99.738%;OL104_08_wbdC,100.0%		0		0 / 8 (0%)		4	OL101_01_rfbB,92.676%;OL102_02_rfbA,95.172%;OL102_03_rfbD,90.572%;O12_04_rfbC,90.27%
42092_2#354.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_2#355.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.52%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	OL104_01_manC,91.314%;O3/O3a_02_manB,92.747%
42092_2#356.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_2#358.contigs_spades	O3/O3a	O3/O3a	Very high		100.00%	99.28%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,99.769%;O3/O3a_05_wbdD,99.295%;O3/O3a_06_wbdA,99.881%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%
42092_2#359.contigs_spades	O1/O2v1	O1b	Good	?	100.00%	99.99%	n/a	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#35.contigs_spades	O5	O5	High		100.00%	94.73%	+1 bp	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,99.782%;O5_03_wzm,99.623%;O5_04_wzt,98.765%;O5_05_wbdD,96.244%;O5_06_wbdA,95.14%;O5_07_wbdB,99.482%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,97.746%;OL101_03_rfbD,98.653%;OL101_02_rfbA,99.655%;O12_04_rfbC,97.297%
42092_2#360.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#361.contigs_spades	O5	O5	High	*	100.00%	94.24%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.129%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.47%;O5_07_wbdB,99.223%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		0	
42092_2#362.contigs_spades	OL103	unknown (OL103)	Very high		100.00%	96.47%	0 bp	6 / 6 (100%)	OL103_01_rmlC,98.438%;OL103_02_wzm,99.24%;OL103_03_wzt,99.78%;OL103_04_hydrolase,95.455%;OL103_05_spsA,97.72%;OL103_06_wbbL,99.632%		0		0 / 6 (0%)		8	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,98.31%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.99%;OL101_02_rfbA,98.966%;OL101_02_rfbA,99.31%;OL103_01_rmlC,95.161%
42092_2#363.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.53%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.74%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#36.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#37.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.90%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.735%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#38.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#39.contigs_spades	O3b	O3b	Good	?	99.79%	98.89%	n/a	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,98.855%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.561%;O3b_06_wbdA,99.405%;O3b_07_wbdB,98.429%;O3b_08_wbdC,98.649%		0		0 / 8 (0%)		0	
42092_2#3.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.39%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#40.contigs_spades	O5	O5	Very high		100.00%	99.50%	0 bp	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,99.782%;O5_03_wzm,99.623%;O5_04_wzt,99.753%;O5_05_wbdD,100.0%;O5_06_wbdA,99.835%;O5_07_wbdB,99.482%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.99%;OL101_02_rfbA,98.966%;OL101_04_rfbC,98.378%
42092_2#41.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_2#42.contigs_spades	O1/O2v3	O2a	High	*	100.00%	93.16%	+3 bp	8 / 8 (100%)	O1/O2v3_01_wzm,96.875%;O1/O2v3_02_wzt,97.976%;O1/O2v3_03_wbbM,97.781%;O1/O2v3_04_glf,98.961%;O1/O2v3_05_wbbN,96.296%;O1/O2v3_06_wbbO,98.148%;O1/O2v3_07,93.793%;O1/O2v3_08,97.941%		0		0 / 8 (0%)		2	OL104_01_manC,91.102%;OL104_02_manB,91.228%
42092_2#43.contigs_spades	OL103	unknown (OL103)	Very high		100.00%	98.56%	0 bp	6 / 6 (100%)	OL103_01_rmlC,95.312%;OL103_02_wzm,100.0%;OL103_03_wzt,99.559%;OL103_04_hydrolase,98.824%;OL103_05_spsA,98.697%;OL103_06_wbbL,100.0%		0		0 / 6 (0%)		7	OL101_01_rfbB,98.31%;O12_01_rfbB,97.465%;OL101_03_rfbD,99.327%;OL101_03_rfbD,98.316%;OL101_02_rfbA,98.966%;OL101_02_rfbA,98.966%;O12_04_rfbC,97.297%
42092_2#44.contigs_spades	O3b	O3b	Good	?+	100.00%	99.24%	n/a	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.566%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		1	O3/O3a_02_manB,99.123%	0 / 8 (0%)		0	
42092_2#45.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
42092_2#46.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_2#47.contigs_spades	O4	O4	Good	?-	100.00%	99.64%	n/a	5 / 6 (83.3%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.496%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.361%	O4_06_glycosyltransferase	0		0 / 6 (0%)		0	
42092_2#48.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.494%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#49.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.16%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.842%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.364%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#4.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.52%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	OL104_01_manC,91.314%;O3/O3a_02_manB,92.747%
42092_2#50.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.53%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.74%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#51.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.73%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,97.651%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_2#52.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
42092_2#53.contigs_spades	O3/O3a	O3/O3a	Very high		100.00%	95.97%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,96.051%;O3/O3a_06_wbdA,97.741%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,99.731%		0		0 / 8 (0%)		6	OL104_01_manC,90.042%;O3/O3a_02_manB,93.407%;O12_01_rfbB,92.676%;OL101_02_rfbA,94.483%;OL102_03_rfbD,90.909%;O12_04_rfbC,90.811%
42092_2#54.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.53%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.74%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#55.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.23%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,98.563%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_2#56.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_2#57.contigs_spades	O5	O5	High	*	100.00%	94.64%	+1 bp	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,99.564%;O5_03_wzm,98.868%;O5_04_wzt,99.012%;O5_05_wbdD,94.131%;O5_06_wbdA,95.387%;O5_07_wbdB,98.964%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		5	O3/O3a_02_manB,98.242%;O12_01_rfbB,98.028%;O12_03_rfbD,98.99%;OL101_02_rfbA,98.276%;O12_04_rfbC,96.757%
42092_2#58.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_2#59.contigs_spades	O5	O5	High	*	100.00%	94.24%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.129%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.47%;O5_07_wbdB,99.223%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		0	
42092_2#5.contigs_spades	O4	O4	Very high		100.00%	99.71%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
42092_2#60.contigs_spades	O4	O4	Very high		100.00%	99.71%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.575%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
