Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_2#186.contigs_spades	KL24	K24	Good	?	100.00%	100.00%	n/a	19 / 19 (100%)	KL24_01_galF,100.0%;KL24_02_cpsACP,100.0%;KL24_03_wzi,100.0%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_06_wzc,100.0%;KL24_07_wcuD,100.0%;KL24_08_wcuC,100.0%;KL24_09_wcuV,100.0%;KL24_10_wbaZ,100.0%;KL24_11_wcaJ,100.0%;KL24_12_wcuE,100.0%;KL24_13_wcuG,95.765%;KL24_14_wzy,100.0%;KL24_15_wzx,100.0%;KL24_16_gnd,100.0%;KL24_17_manC,100.0%;KL24_18_manB,100.0%;KL24_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#187.contigs_spades	KL5	K5	Very high		100.00%	99.96%	0 bp	19 / 19 (100%)	KL5_01_galF,100.0%;KL5_02_cpsACP,100.0%;KL5_03_wzi,99.802%;KL5_04_wza,100.0%;KL5_05_wzb,100.0%;KL5_06_wzc,99.723%;KL5_07,100.0%;KL5_08_wzx,100.0%;KL5_09,100.0%;KL5_10,100.0%;KL5_11,100.0%;KL5_12,100.0%;KL5_13,100.0%;KL5_14,100.0%;KL5_15_wcaJ,100.0%;KL5_16_gnd,99.787%;KL5_17_manC,100.0%;KL5_18_manB,100.0%;KL5_19_ugd,99.743%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.104%
42092_2#188.contigs_spades	KL130	unknown (KL130)	Very high		100.00%	99.96%	+8 bp	23 / 23 (100%)	KL130_01_galF,100.0%;KL130_02_cpsACP,100.0%;KL130_03_wzi,100.0%;KL130_04_wza,100.0%;KL130_05_wzb,100.0%;KL130_06_wzc,99.723%;KL130_07_wbaP,100.0%;KL130_08_wzy,100.0%;KL130_09_wclQ,100.0%;KL130_10_wclP,100.0%;KL130_11_wzx,100.0%;KL130_12_wcuQ,100.0%;KL130_13_wcuK,100.0%;KL130_14,99.708%;KL130_15_wbaZ,100.0%;KL130_16_gnd,100.0%;KL130_17_manC,100.0%;KL130_18_manB,100.0%;KL130_19_rmlB,99.718%;KL130_20_rmlA,100.0%;KL130_21_rmlD,100.0%;KL130_22_rmlC,100.0%;KL130_23_ugd,100.0%		0		0 / 23 (0%)		4	KL40_03_wcpO,100.0%;KL40_04,100.0%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.806%
42092_2#189.contigs_spades	KL106	unknown (KL106)	Good		98.25%	99.94%	+1596 bp	18 / 18 (100%)	KL106_01_galF,100.0%;KL106_02_cpsACP,98.571%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,100.0%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,99.796%;KL106_14,100.0%;KL106_15_rfbp,100.0%;KL106_16_gnd,100.0%;KL106_17,99.702%;KL106_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.595%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
42092_2#18.contigs_spades	KL30	K30	Very high	*	100.00%	96.45%	-1 bp	20 / 20 (100%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.524%;KL30_03_wzi,99.208%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.627%;KL30_11_wckP,92.287%;KL30_12_wckO,93.59%;KL30_13_wckN,92.188%;KL30_14,94.17%;KL30_15_wcuG,91.831%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.153%;KL30_19_manB,99.787%;KL30_20_ugd,100.0%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.403%
42092_2#190.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42092_2#191.contigs_spades	KL28	K28	Very high		100.00%	99.37%	+1 bp	19 / 19 (100%)	KL28_01_galF,100.0%;KL28_02_cpsACP,100.0%;KL28_03_wzi,97.699%;KL28_04_wza,99.737%;KL28_05_wzb,100.0%;KL28_06_wzc,100.0%;KL28_07_wckC,100.0%;KL28_08_wcuC,100.0%;KL28_09_wckD,100.0%;KL28_10_wzy,100.0%;KL28_11_wclS,100.0%;KL28_12_wcuE,99.697%;KL28_13_wzx,100.0%;KL28_14_wbaZ,100.0%;KL28_15_wcaJ,100.0%;KL28_16_gnd,100.0%;KL28_17_manC,99.788%;KL28_18_manB,100.0%;KL28_19_ugd,99.743%		0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.104%
42092_2#192.contigs_spades	KL18	K18	Very high		100.00%	99.57%	0 bp	21 / 21 (100%)	KL18_01_galF,100.0%;KL18_02_cpsACP,100.0%;KL18_03_wzi,100.0%;KL18_04_wza,100.0%;KL18_05_wzb,100.0%;KL18_06_wzc,99.861%;KL18_07_wcaJ,99.79%;KL18_08_wcaA,100.0%;KL18_09_wcuM,100.0%;KL18_10_wbbL,99.355%;KL18_11_wckF,100.0%;KL18_12_wzy,100.0%;KL18_13,100.0%;KL18_14_wcuH,100.0%;KL18_15_wzx,99.789%;KL18_16_gnd,100.0%;KL18_17_rmlB,98.873%;KL18_18_rmlA,100.0%;KL18_19_rmlD,99.663%;KL18_20_rmlC,100.0%;KL18_21_ugd,99.486%		0		0 / 21 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.104%
42092_2#194.contigs_spades	KL127	unknown (KL127)	Good	?+	100.00%	99.69%	n/a	19 / 19 (100%)	KL127_01_galF,100.0%;KL127_02_cpsACP,100.0%;KL127_03_wzi,100.0%;KL127_04_wza,100.0%;KL127_05_wzb,100.0%;KL127_06_wzc,100.0%;KL127_07_wbaP,100.0%;KL127_08_wctK,100.0%;KL127_09_wzy,100.0%;KL127_10,100.0%;KL127_11,100.0%;KL127_12_wcpJ,100.0%;KL127_13,100.0%;KL127_14_gnd,100.0%;KL127_15_rmlB,99.718%;KL127_16_rmlA,100.0%;KL127_17_rmlD,100.0%;KL127_18_rmlC,98.378%;KL127_19_ugd,100.0%		1	KL52_20_rmlD,100.0%	0 / 19 (0%)		1	KL150_19_gmd,99.104%
42092_2#195.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,99.767%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#196.contigs_spades	KL51	K51	High	-	100.00%	99.40%	+3 bp	15 / 16 (93.8%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.582%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.174%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%	KL51_14_wcoZ	0		0 / 16 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
42092_2#198.contigs_spades	KL62	K62	Very high		100.00%	99.94%	0 bp	19 / 19 (100%)	KL62_01_galF,100.0%;KL62_02_cpsACP,99.524%;KL62_03_wzi,100.0%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.861%;KL62_07_wbaP,99.79%;KL62_08,100.0%;KL62_09,100.0%;KL62_10,100.0%;KL62_11_wzy,100.0%;KL62_12,100.0%;KL62_13,100.0%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
42092_2#19.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.98%	0 bp	17 / 17 (100%)	KL102_01_galF,100.0%;KL102_02_cpsACP,100.0%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,100.0%;KL102_07_wbaP,100.0%;KL102_08_wzy,100.0%;KL102_09,100.0%;KL102_10,99.643%;KL102_11,100.0%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,100.0%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.256%;KL40_05_rfaG,100.0%;KL150_19_gmd,99.403%
42092_2#1.contigs_spades	KL19	K19	Good	?-*	100.00%	94.92%	n/a	19 / 20 (95%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%	KL19_07_wcaJ	0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_2#200.contigs_spades	KL10	K10	Very high	*	100.00%	96.71%	-11 bp	20 / 20 (100%)	KL10_01_galF,99.666%;KL10_02_cpsACP,94.762%;KL10_03_wzi,97.292%;KL10_04_wza,100.0%;KL10_05_wzb,99.31%;KL10_06_wzc,99.722%;KL10_07_wbaP,100.0%;KL10_08_wclQ,99.735%;KL10_09_wclP,100.0%;KL10_10_wzx,99.399%;KL10_11_wcuQ,99.748%;KL10_12_wcaN,96.834%;KL10_13_wcuK,98.817%;KL10_14_wzy,98.768%;KL10_15_wcsO,95.294%;KL10_16_wbaZ,98.708%;KL10_17_gnd,99.147%;KL10_18_manC,99.153%;KL10_19_manB,97.155%;KL10_20_ugd,99.486%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#202.contigs_spades	KL127	unknown (KL127)	Good	?+	100.00%	99.71%	n/a	19 / 19 (100%)	KL127_01_galF,100.0%;KL127_02_cpsACP,100.0%;KL127_03_wzi,100.0%;KL127_04_wza,100.0%;KL127_05_wzb,100.0%;KL127_06_wzc,100.0%;KL127_07_wbaP,100.0%;KL127_08_wctK,100.0%;KL127_09_wzy,100.0%;KL127_10,100.0%;KL127_11,100.0%;KL127_12_wcpJ,100.0%;KL127_13,100.0%;KL127_14_gnd,99.787%;KL127_15_rmlB,99.718%;KL127_16_rmlA,100.0%;KL127_17_rmlD,100.0%;KL127_18_rmlC,100.0%;KL127_19_ugd,100.0%		1	KL52_20_rmlD,100.0%	0 / 19 (0%)		1	KL150_19_gmd,99.104%
42092_2#204.contigs_spades	KL51	K51	High	-	100.00%	99.40%	+3 bp	15 / 16 (93.8%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.582%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.174%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%	KL51_14_wcoZ	0		0 / 16 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
42092_2#205.contigs_spades	KL2	K2	Very high		100.00%	99.93%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.666%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,100.0%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_12,99.483%;KL2_13,100.0%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#206.contigs_spades	KL2	K2	Good	?-	100.00%	98.85%	n/a	17 / 18 (94.4%)	KL2_01_galF,99.331%;KL2_02_cpsACP,96.667%;KL2_03_wzi,99.01%;KL2_04_wza,99.736%;KL2_05_wzb,100.0%;KL2_06_wzc,99.308%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.229%;KL2_10,98.14%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,99.562%;KL2_18_ugd,100.0%	KL2_13	0		0 / 18 (0%)		4	KL40_03_wcpO,97.368%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.507%
42092_2#208.contigs_spades	KL25	K25	High	-	100.00%	99.16%	+3 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,98.571%;KL25_03_wzi,99.791%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,100.0%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.787%;KL25_14_ugd,100.0%	KL25_09_wfeD	0		0 / 14 (0%)		3	KL1_18_manC,99.788%;KL30_19_manB,98.929%;KL150_19_gmd,99.403%
42092_2#209.contigs_spades	KL27	K27	Very high		100.00%	99.28%	-1 bp	18 / 18 (100%)	KL27_01_galF,99.666%;KL27_02_cpsACP,100.0%;KL27_03_wzi,99.583%;KL27_04_wza,100.0%;KL27_05_wzb,100.0%;KL27_06_wzc,100.0%;KL27_07_wcaJ,100.0%;KL27_08_wckI,100.0%;KL27_09_wckS,99.602%;KL27_10_wckR,99.712%;KL27_11_wzy,99.758%;KL27_12_wzx,100.0%;KL27_13_wckQ,100.0%;KL27_14_wcuJ,99.702%;KL27_15_wctE,99.667%;KL27_16_wctF,99.392%;KL27_17_gnd,100.0%;KL27_18_ugd,99.486%		0		0 / 18 (0%)		1	KL150_19_gmd,88.657%
42092_2#20.contigs_spades	KL2	K2	Very high		100.00%	99.93%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.666%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,100.0%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_12,99.483%;KL2_13,100.0%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#210.contigs_spades	KL102	unknown (KL102)	Good	?	99.01%	98.94%	n/a	17 / 17 (100%)	KL102_01_galF,99.331%;KL102_02_cpsACP,99.524%;KL102_03_wzi,99.211%;KL102_04_wza,99.735%;KL102_05_wzb,100.0%;KL102_06_wzc,99.583%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,100.0%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,99.36%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL50_10,99.434%;KL21_17_manC,99.788%;KL30_19_manB,99.145%;KL150_19_gmd,99.403%
42092_2#211.contigs_spades	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,99.791%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42092_2#212.contigs_spades	KL134	unknown (KL134)	Very high		100.00%	99.93%	0 bp	16 / 16 (100%)	KL134_01_galF,100.0%;KL134_02_cpsACP,100.0%;KL134_03_wzi,100.0%;KL134_04_wza,100.0%;KL134_05_wzb,100.0%;KL134_06_wzc,100.0%;KL134_07_wzx,100.0%;KL134_08,99.695%;KL134_09,100.0%;KL134_10_wzy,99.465%;KL134_11,100.0%;KL134_12,100.0%;KL134_13,100.0%;KL134_14_wcaJ,100.0%;KL134_15_gnd,100.0%;KL134_16_ugd,100.0%		0		0 / 16 (0%)		4	KL50_10,99.245%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.701%
42092_2#213.contigs_spades	KL25	K25	High	-	100.00%	99.16%	+3 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,98.571%;KL25_03_wzi,99.791%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,100.0%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.787%;KL25_14_ugd,100.0%	KL25_09_wfeD	0		0 / 14 (0%)		3	KL1_18_manC,99.788%;KL30_19_manB,98.929%;KL150_19_gmd,99.403%
42092_2#214.contigs_spades	KL2	K2	Very high		100.00%	98.41%	+2 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_2#215.contigs_spades	KL2	K2	Very high		100.00%	99.75%	0 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#216.contigs_spades	KL155	unknown (KL155)	Low	?+*	100.00%	96.78%	n/a	22 / 22 (100%)	KL155_01_galF,98.997%;KL155_02_cpsACP,97.619%;KL155_03_wzi,95.0%;KL155_04_wza,99.735%;KL155_05_wzb,99.31%;KL155_06_wzc,99.861%;KL155_07_wcaJ,99.79%;KL155_08,99.27%;KL155_09_epsH_1,99.713%;KL155_10,99.648%;KL155_11,99.118%;KL155_12,98.872%;KL155_13_wzy,99.292%;KL155_14_epsH_2,98.777%;KL155_15_wzx,100.0%;KL155_16_glf,99.725%;KL155_17_gnd,99.787%;KL155_18_rmlB,98.592%;KL155_19_rmlA,97.931%;KL155_20_rmlD,98.99%;KL155_21_rmlC,90.27%;KL155_22_ugd,99.486%		2	KL166_18_rmlB,97.183%;KL12_20_rmlA,100.0%	0 / 22 (0%)		1	KL150_19_gmd,98.806%
42092_2#217.contigs_spades	KL153	unknown (KL153)	Good	+	100.00%	99.99%	0 bp	20 / 20 (100%)	KL153_01_galF,100.0%;KL153_02_cpsACP,100.0%;KL153_03_wzi,100.0%;KL153_04_wza,100.0%;KL153_05_wzb,100.0%;KL153_06_wzc,99.861%;KL153_07,100.0%;KL153_08_wcuD,100.0%;KL153_09_wcuC,100.0%;KL153_10_wcuI,100.0%;KL153_11_manC,100.0%;KL153_12_manB,100.0%;KL153_13_wbaZ,100.0%;KL153_14_wbaP,100.0%;KL153_15_wctH,100.0%;KL153_16_wctI,100.0%;KL153_17_wzx,100.0%;KL153_18_wcuJ,99.706%;KL153_19_gnd,100.0%;KL153_20_ugd,100.0%		1	KL184_02,97.436%	0 / 20 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
42092_2#218.contigs_spades	KL38	K38	Very high		100.00%	99.73%	0 bp	17 / 17 (100%)	KL38_01_galF,100.0%;KL38_02_cpsACP,100.0%;KL38_03_wzi,98.954%;KL38_04_wza,100.0%;KL38_05_wzb,100.0%;KL38_06_wzc,99.861%;KL38_07_wcaJ,100.0%;KL38_08_wzy,99.756%;KL38_09_wctM,100.0%;KL38_10_wcaN,100.0%;KL38_11_wzx,99.539%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,99.792%;KL38_15,99.913%;KL38_16_gnd,100.0%;KL38_17_ugd,100.0%		0		0 / 17 (0%)		4	KL50_10,99.434%;KL14_19_manC,100.0%;KL30_19_manB,98.504%;KL150_19_gmd,99.403%
42092_2#219.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#21.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.98%	0 bp	17 / 17 (100%)	KL102_01_galF,100.0%;KL102_02_cpsACP,100.0%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,100.0%;KL102_07_wbaP,100.0%;KL102_08_wzy,100.0%;KL102_09,100.0%;KL102_10,99.643%;KL102_11,100.0%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,100.0%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.256%;KL40_05_rfaG,100.0%;KL150_19_gmd,99.403%
42092_2#220.contigs_spades	KL17	K17	Perfect		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42092_2#221.contigs_spades	KL136	unknown (KL136)	Very high		100.00%	99.64%	0 bp	19 / 19 (100%)	KL136_01_galF,100.0%;KL136_02_cpsACP,95.238%;KL136_03_wzi,100.0%;KL136_04_wza,100.0%;KL136_05_wzb,100.0%;KL136_06_wzc,100.0%;KL136_07_wzy,99.759%;KL136_08_wcuO,99.726%;KL136_09_manC,100.0%;KL136_10_manB,100.0%;KL136_11_wbaZ,100.0%;KL136_12_wcaJ,99.784%;KL136_13_wcuC,99.388%;KL136_14,100.0%;KL136_15_wzx,100.0%;KL136_16_wcuI,99.721%;KL136_17_wcoX,99.324%;KL136_18_gnd,100.0%;KL136_19_ugd,99.743%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.595%;KL40_04,99.007%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
42092_2#222.contigs_spades	KL113	unknown (KL113)	Good	?+*	100.00%	97.11%	n/a	20 / 20 (100%)	KL113_01_galF,99.666%;KL113_02_cpsACP,94.286%;KL113_03_wzi,99.582%;KL113_04_wza,99.471%;KL113_05_wzb,99.333%;KL113_06_wzc,99.861%;KL113_07_wzx,99.752%;KL113_08,99.733%;KL113_09,100.0%;KL113_10,97.238%;KL113_11_wcoS,100.0%;KL113_12,99.732%;KL113_13_wcaG,98.762%;KL113_14,98.693%;KL113_15_wcaI,97.27%;KL113_16_wcaJ,99.359%;KL113_17_gnd,99.574%;KL113_18_manC,99.788%;KL113_19_manB,99.562%;KL113_20_ugd,99.743%		1	KL30_19_manB,98.718%	0 / 20 (0%)		1	KL150_19_gmd,97.612%
